uri,cid,author_did,author_handle,author_display_name,text,created_at,reply_count,repost_count,like_count,indexed_at,langs
at://did:plc:hhyfsj2oc5aihvbwypa4rcph/app.bsky.feed.post/3lv2qtkvwqs2c,bafyreidrmp5hde427gat6umz4xu6a544bvputjyuwafpgjg66mraxgkq4m,did:plc:hhyfsj2oc5aihvbwypa4rcph,kiwimedic.bsky.social,Kiwi Medic 🏥 🇧🇷,"""Agro is pop, agro is tech agro is sucker!"" 🥰❤️",2025-07-28T23:32:05.176Z,1,1,2,2025-07-28T23:32:05.916Z,['en']
at://did:plc:zxyeyfkls64xcm6ecrzud5g5/app.bsky.feed.post/3lv2qqs2bi523,bafyreib5e3pcwoeonysudau4kuufv737crwzb53xpizleqjhifkevjnhrm,did:plc:zxyeyfkls64xcm6ecrzud5g5,uol-news.bsky.social,UOL Notícias (Não Oficial),Taxa diferenciada dos EUA para o agro pode favorecer Brasil,2025-07-28T20:30:31-03:00,0,0,0,2025-07-28T23:30:32.304Z,['en']
at://did:plc:hhyfsj2oc5aihvbwypa4rcph/app.bsky.feed.post/3lv2qqgy4oc2c,bafyreifaphffkkbyf5jidvc6wbunhevhzlralvvuklikstfxuwn4vsl2ke,did:plc:hhyfsj2oc5aihvbwypa4rcph,kiwimedic.bsky.social,Kiwi Medic 🏥 🇧🇷,"""Agro is pop, agro is tech agro is sucker!""🥰❤️",2025-07-28T23:30:20.390Z,0,0,0,2025-07-28T23:30:21.707Z,['en']
at://did:plc:i5f2cq3ftv43uoc3z3znwog3/app.bsky.feed.post/3lv2oem4yus2m,bafyreibd3agjshfhysntjnlbibkt4xsxmbhmm2fnkcqsmzxhw6camyowse,did:plc:i5f2cq3ftv43uoc3z3znwog3,daisyhenry72.bsky.social,Daisy Henry  ,"*conhecia

O agro odeia todas elas! 😡",2025-07-28T22:47:55.656Z,0,0,1,2025-07-28T22:47:57.008Z,['en']
at://did:plc:n7ytisclssihm45sxr3lgdor/app.bsky.feed.post/3lv2ndhfcn22z,bafyreihzn6kvr7eqtotanc7wdswmcz67hhnc2zt2ujagxa5wswx2t6sx64,did:plc:n7ytisclssihm45sxr3lgdor,umquixote.bsky.social,Triste figura,"""não pq os custos de colheita, armazenamento e transporte""

Muito lógico na teoria, mas na prática eles sabem que são formadores de preço e não querem que fique barato, além disso não colhendo eles podem fazer o drama queen agro deles pro governo e ganhar um cascalhinho",2025-07-28T22:29:23.389Z,1,7,135,2025-07-28T22:29:25.207Z,['pt']
at://did:plc:asxfvputip7mhwd3iz745ad4/app.bsky.feed.post/3lv2mk5qep22y,bafyreic77jbag3i6te3g5s7uaf4yg7ctqlsg3tpmnqwlwbe6g57lml6euu,did:plc:asxfvputip7mhwd3iz745ad4,cocotondo.bsky.social,Cocotondo,"A la banca cuantiosas ganancias
A los importadores pingües negocios
Al Agro dólares sin retenciones
A los especuladores de la Bolsa fuga sin controles",2025-07-28T22:15:14.404Z,0,0,1,2025-07-28T22:15:16.207Z,['es']
at://did:plc:cegiy4pfghh4rjs7ks7pbnkm/app.bsky.feed.post/3lv2mu5xumz2i,bafyreigd2447vqjjkz3yysacc6l3fepwbx7w6mlg4fhdj65njr3ap6qw3e,did:plc:cegiy4pfghh4rjs7ks7pbnkm,news-flows-cz.bsky.social,České novinky 🇨🇿,"Za drahé potraviny může i stát. Větší farmy chce rozkulačit, říká předseda z Přestavlk

Jsou za námi hospodářsky nejhorší dva roky, střední podniky jsou dotačně krácené, říká dlouholetý předseda Agro Přestavlky Jiří Řehák v rozhovoru s MF DNES. „A stát se u zemědělské politiky tváří, jako...",2025-07-28T22:00:00.000000Z,0,0,0,2025-07-28T22:20:50.601Z,[]
at://did:plc:tco7obdulrzrbbd2fugamie3/app.bsky.feed.post/3lv2kwh6mzk2x,bafyreibvrsrpwwe6sqjvbsae5twhjdeo64d3a5jxylqgj2a7sud74x2pra,did:plc:tco7obdulrzrbbd2fugamie3,pauloarana.bsky.social,Paulo Aranã ,"Infelizmente o agro que financia golpes tem grana pro golpe, pro marketing, pra bancada ruralista e ainda sobra... Não tenho nada contra o morango do amor nem acho que foram os plantadores de morango que tentaram dar o golpe, mas infelizmente sou amargo demais pra esse doce. Hahahah",2025-07-28T21:46:19.479Z,1,0,1,2025-07-28T21:46:19.503Z,['pt']
at://did:plc:vl4ddjqx73dou75lf6oq2wpn/app.bsky.feed.post/3lv2ktllyqs2o,bafyreia2yug3qt3kbtcbemurff25dh6ym26x453b2ocrpzblmxyrdvcqmy,did:plc:vl4ddjqx73dou75lf6oq2wpn,dongo-ducongo.bsky.social,🧢🇵🇸🍉🪑🇨🇺Negatividade Atoxica,"Que tal começar a reforma agrária tomando as terras dos golpistas do agro?
#valeTudo
#OC
#Aviagem
#godot
#deltarune
#GuerreirosdoSol
#SouthPark
#Epstein
#Patriotismo
#horror
#digitalart",2025-07-28T21:44:43.438Z,0,0,0,2025-07-28T21:44:44.805Z,['pt']
at://did:plc:erjsweijhysdmslzgcfawndg/app.bsky.feed.post/3lv2kslruoc2f,bafyreigtnhd6r3hjzphj627jilkptxfrreubu7bp52xwyrgbmvs4tortn4,did:plc:erjsweijhysdmslzgcfawndg,maria1372.bsky.social,Maria José ,"A elite ataca o bolsa família, mas quem mama nas tetas do governo são eles é subsídio daqui, isenção de acolá, lei aprovada pra salvar o agro, plano Safra e por aí vai....",2025-07-28T21:44:10.086Z,0,0,1,2025-07-28T21:44:11.304Z,['pt']
at://did:plc:e3ainf36u2sdj6lhf2t5khhq/app.bsky.feed.post/3lv2jght5yk2l,bafyreidveou6yjf2lwvyeqld662jb74ijzpocdlutsr6sghvakvjr7qhp4,did:plc:e3ainf36u2sdj6lhf2t5khhq,ro-rosa.bsky.social,Ro Rosa 🚩,"Eu sempre desconfio de Postos de gasolina e além do Agro golpista, dos empresários de supermercados e víveres alimentícios.
Se juntam contra o governo progressista.",2025-07-28T21:19:29.538Z,0,0,1,2025-07-28T21:19:31.710Z,['pt']
at://did:plc:rlnjc4a6ioervuuwjcpr4y4e/app.bsky.feed.post/3lv2j57ukgc2k,bafyreiajzgzeb5f7fwvuavr5vwwsxstpnvkte2j7lzwp56m4tnescemxqm,did:plc:rlnjc4a6ioervuuwjcpr4y4e,lucianosresende.bsky.social,lucianosresende,"#NovoEscândalo

A PF encontrou mensagens no celular de Bolsonaro articulando CPI contra o STF, sabotagem ao PL das Fake News e conchavos com o agro pra desestabilizar o governo Lula!

Inelegível, golpista e agora DESMASCARADO!

Bolsonaro não quer democracia, quer VINGANÇA!",2025-07-28T21:14:19.203Z,4,12,26,2025-07-28T21:14:20.806Z,['pt']
at://did:plc:epjfvcyt5kqhmiwztcnfedos/app.bsky.feed.post/3lv2isblkwc2w,bafyreiahw4x4rlafo7vehcssmbhz2mtngnstcbckeqcq272bao5hb7o3ei,did:plc:epjfvcyt5kqhmiwztcnfedos,jonaslaico.bsky.social,Jonas Laico,O agro é golpe,2025-07-28T21:08:11.909Z,0,0,1,2025-07-28T21:08:12.905Z,['en']
at://did:plc:bkknczs6iq3ywwvcisf33xq7/app.bsky.feed.post/3lv2iiu65m22t,bafyreid5dil6vj6avsgyc6ixcmbjeotthwyqvszjzlmj2tukl7jd2chaxq,did:plc:bkknczs6iq3ywwvcisf33xq7,fannvevo.bsky.social,Ventilador no 3™ ≛≣,Meu agro é recreativo.,2025-07-28T21:02:55.849Z,0,0,1,2025-07-28T21:02:59.003Z,['pt']
at://did:plc:btinmlndoulacaoz5rbyvwb6/app.bsky.feed.post/3lv2hqqadls2t,bafyreih53cd4u5zxcudgz77w7rnqo2cb7cvnrh4pqlqfa2zgslasz5mmwm,did:plc:btinmlndoulacaoz5rbyvwb6,duartenoemia.bsky.social,,Agro qtos vigaristas!!!,2025-07-28T20:49:26.420Z,0,0,0,2025-07-28T20:49:28.503Z,['pt']
at://did:plc:gkivphikfy4olkmweuogups6/app.bsky.feed.post/3lv2hm7jabs2f,bafyreibl23bllwx4pvkh74fup7bim7pkiaxatqfw34r7fzgi577cgncsyi,did:plc:gkivphikfy4olkmweuogups6,procurandosair.bsky.social,,"É sobre isso 🤣💅🏾
Eu não sou latifundiária eu sou pobre consumidora quero mais é comprar barato 
O Agro só enriquece  poucos quando exporta em dólar e gera pouquíssimos empregos essa é a real e ainda vive de mamar nas tetas do governo com subsídio",2025-07-28T20:46:54.666Z,0,2,8,2025-07-28T20:46:55.203Z,['en']
at://did:plc:x7jdhi67aqeecs766cy6u4bi/app.bsky.feed.post/3lv2h45e2dc2z,bafyreiaygcufgvkjc2ogojk3viakuebgoj6shollahegesay2kxjos7t5e,did:plc:x7jdhi67aqeecs766cy6u4bi,p87.bsky.social,Paula,"28 de julho, dia do agricultor 
#agro
#familia",2025-07-28T20:37:55.525Z,0,0,3,2025-07-28T20:37:58.206Z,['pt']
at://did:plc:nlvh6deqh72mu4dlusb4cru7/app.bsky.feed.post/3lv2gpv6cjs2q,bafyreibfbjdobpfpoi2euql5ht2twjd22szvux2rk2cxurm7dril64hyp4,did:plc:nlvh6deqh72mu4dlusb4cru7,csena2k2.bsky.social,Super Man Invisível,"Do dólar à humilhação: a lição que o agro vai carregar na testa!
youtu.be/QkPTE0FhG74?...",2025-07-28T20:31:04.297Z,1,0,0,2025-07-28T20:31:13.206Z,['en']
at://did:plc:66umdjpbgabwd2kydhhzljdw/app.bsky.feed.post/3lv2gpv5rwk2t,bafyreign76lhrx462akytl6gipov3zqrdoq2kyju23373bjxy4ewdrcnv4,did:plc:66umdjpbgabwd2kydhhzljdw,agente.bsky.social,Agente,"Só pra lembrar uma coisa:

Brasil maior produtos agro do mundo entrou no mapa da fome no governo anterior. Mas como o Bolsonaro na época falou na ONU: Mesmo com a pandemia nunca deixamos de alimentar o mundo 

Nós não entramos no mapa da fome por acidente",2025-07-28T20:31:04.282Z,0,4,8,2025-07-28T20:31:09.802Z,['pt']
at://did:plc:kzkl2onyewbs7pehh2ellzcb/app.bsky.feed.post/3lv2g6fxo7t2l,bafyreiep656pr4j245oxlg76kh37mu3nnx4hceuzdot5xarb2laxumtwa4,did:plc:kzkl2onyewbs7pehh2ellzcb,g1-bot-rss.adilson.net.br,Notícias do G1 (Não oficial),"Assista o Amazônia Agro Rondônia de domingo, 27 de julho de 2025",2025-07-28T20:21:15.712251Z,0,0,0,2025-07-28T20:21:18.505Z,['pt']
at://did:plc:prwbcbblv7j3fo7rlv6toznc/app.bsky.feed.post/3lv2fws2jxc2f,bafyreibwvpk635t33njbybth3s4qycfti3kapiqh4jqqh4hh7zpzpzrlvu,did:plc:prwbcbblv7j3fo7rlv6toznc,somosjacare.bsky.social,Somos Jacare,"“Pessoal do agro”: conheça 142 ruralistas que financiaram tentativa de golpe
www.youtube.com/watch?v=9PhD...",2025-07-28T20:17:02.170Z,0,12,21,2025-07-28T20:17:07.606Z,['pt']
at://did:plc:566ijgh4dnnbcekx2douliob/app.bsky.feed.post/3lv2fj4kc5c2p,bafyreiet5zro4ahnkhn43vkfdpi73gqukp5zp4eygezltdeh7gjtwtztqu,did:plc:566ijgh4dnnbcekx2douliob,comradeghost.bsky.social,Eilorᐃ,"Porra de árvore chata do caralho de desenhar, por isso que o agro tem que matar tudo mesmo",2025-07-28T20:09:23.330Z,0,0,2,2025-07-28T20:09:39.016Z,['pt']
at://did:plc:hg65r2iteveoan2jkoxorm7y/app.bsky.feed.post/3lv2ewfwis22v,bafyreihfateuaofiqcc4gr3uniyvz7cex7ve4gufvutyypcp5jj2j7yami,did:plc:hg65r2iteveoan2jkoxorm7y,colinbrayton.bsky.social,O Delator Premiado,"Sossega, companheiros da extrema esquerda! Em caso de guerra nuclear global, o povo brasileiro não terão que tornar canibais .Agro é Pop terá que produzir pro mercado interna. Quem vende Brasil não terá mais comprador.

Só uma coisa: a Argentina já passa fome pós-guerra nuclear.",2025-07-28T19:58:55.709Z,0,0,1,2025-07-28T19:59:03.202Z,['pt']
at://did:plc:226ygdgpoeybnsdw7u6swmhf/app.bsky.feed.post/3lv2evpjs7s2t,bafyreiaehpzsun6yufuredutkbb3wnn56xoqq5owoj6sk3s7o6t4u2hkyy,did:plc:226ygdgpoeybnsdw7u6swmhf,annaannak.bsky.social,Anna 🦉🧉 🦆,"Sim. Ele deveria falar sobre isso. Até porque, apesar do agro do “mal”, temos a agricultura familiar, de onde vem a gigantesca maioria dos morangos.",2025-07-28T19:58:32.227Z,0,0,4,2025-07-28T19:58:32.805Z,['pt']
at://did:plc:lnuc37mqyfkdz5dgm4ei5mon/app.bsky.feed.post/3lv2ehcqasc2x,bafyreihl2mgsplax3edzy6rtdxnye3fku5pmtr7rrkdtr6juj55bvgftse,did:plc:lnuc37mqyfkdz5dgm4ei5mon,ailtonamaral11.bsky.social,Ailton Amaral,"O agro não é pop, nem é top, mas depende profundamente do nosso dinheiro e do governo para existir. A queda na exportação vai fazer o agro pensar no povo brasileiro? Ou vão continuar financiando golpes? #congressoinimigodopovo #obrasilédopovobrasileiro
www.instagram.com/reel/DMqcOAS...",2025-07-28T19:50:29.045Z,0,0,0,2025-07-28T19:50:29.605Z,['pt']
at://did:plc:jdp3laxzdalwg7zlou6d7a4l/app.bsky.feed.post/3lv2e7idxak25,bafyreihbww4zwb4cumxnobldvig464v6xloddrsdobozf4j7rufyyrp3rq,did:plc:jdp3laxzdalwg7zlou6d7a4l,lilidadie.bsky.social,@Lili, de tensión cambiaria y escasa liquidación del agro. La promesa del Gobierno de alivio impositivo no frenó la presión sobre el tipo de cambio.,2025-07-28T19:46:02.308Z,0,0,2,2025-07-28T19:46:07.721Z,['es']
at://did:plc:gjz6zltq4j2wl7wr5nevrktp/app.bsky.feed.post/3lv2dytslos2w,bafyreielpcrlhj7meaajbuz5stjr3ozhokj7y4xu3u7rehmgjhkw6ck4ry,did:plc:gjz6zltq4j2wl7wr5nevrktp,jtml.bsky.social,,"Caue 
@cauecastroc

🚨NOVO ESCÂNDALO! A PF encontrou mensagens no celular de Bolsonaro articulando CPI contra o STF, sabotagem ao PL das Fake News e conchavos com o agro pra desestabilizar o governo Lula!

Inelegível, golpista e agora DESMASCARADO!

Bolsonaro não quer democracia, quer VINGANÇA!",2025-07-28T19:42:23.632Z,0,40,110,2025-07-28T19:42:21.706Z,['pt']
at://did:plc:5vtmnnjdntfh5mb3tkawst5l/app.bsky.feed.post/3lv2dcjn73s2w,bafyreic3suaxoeow3td2vjlghz2c3xjdkhj6cu7ol2uy7g3v4t5f5txq64,did:plc:5vtmnnjdntfh5mb3tkawst5l,tuliovsb.bsky.social,tornozeleira em perna necrosada,A esquerda se juntou com o agro pra alienar vcs,2025-07-28T19:29:54.771Z,0,0,1,2025-07-28T19:29:56.708Z,['pt']
at://did:plc:7o3fqgj3d5j3lsrqfxkgrqbi/app.bsky.feed.post/3lv2cvfotqs2w,bafyreidknk2zeoc6ahpbh5qzlazeae3xz4yea72kxixybndmrhmf6flgsm,did:plc:7o3fqgj3d5j3lsrqfxkgrqbi,silviomay.bsky.social,"Osório, meu eu de 95 anos","O agro é pop, deus, pátria e família",2025-07-28T19:22:34.423Z,0,0,0,2025-07-28T19:22:34.704Z,['pt']
at://did:plc:jdp3laxzdalwg7zlou6d7a4l/app.bsky.feed.post/3lv2cng5uo225,bafyreiauvsffae6kxc7mwiqaxu3yg5tfljzmawiwvf7ftoitj4y6e2jtey,did:plc:jdp3laxzdalwg7zlou6d7a4l,lilidadie.bsky.social,@Lili,"www.iprofesional.com/economia/433...
De cuánto será el ""puente"" de dólares que tenderá el campo hasta los comicios por efecto retenciones
En los silobolsas se acumulan alrededor de 13.000 millones de dólares. Cuánto de ese total podría liquidar el agro en los próximos meses",2025-07-28T19:18:06.478Z,0,1,2,2025-07-28T19:18:36.304Z,['es']
at://did:plc:klbasxk6zjecnukr3ju4vdw2/app.bsky.feed.post/3lv2cg2ibmc2a,bafyreihkyvwtybzveryzjxc4gtg52ba3lai3n5ak2w4hrrb5ukwgnm3dby,did:plc:klbasxk6zjecnukr3ju4vdw2,crisgauchacuia.bsky.social,Não tá morto quem peleia,"Tava aqui vendo algumas coisas sobre o morango do amor, quanta gente ganhando dinheiro melhorando de vida ,acho que seria um ótimo assunto pra um episódio da série do Matteus sobre o agro,o leite condensado derivado do leite o açúcar da calda o próprio morango tudo vem do agro.",2025-07-28T19:13:59.352Z,3,0,16,2025-07-28T19:14:06.702Z,['pt']
at://did:plc:jdp3laxzdalwg7zlou6d7a4l/app.bsky.feed.post/3lv2bd77rf225,bafyreihrkbxjgc624kmjnafd4tvk55i7mq36vzbsgx3scqsi5oyrox45oy,did:plc:jdp3laxzdalwg7zlou6d7a4l,lilidadie.bsky.social,@Lili,"el agro, y exigió un cambio de rumbo en la política económica nacional.",2025-07-28T18:54:26.504Z,0,0,0,2025-07-28T18:54:31.127Z,['es']
at://did:plc:jdp3laxzdalwg7zlou6d7a4l/app.bsky.feed.post/3lv2bd3xodc25,bafyreiggyjgveh3jsmwiwj3veapyvl7ephkm2nusfuyocv6k536wicdq7m,did:plc:jdp3laxzdalwg7zlou6d7a4l,lilidadie.bsky.social,@Lili,"Bianco advirtió un “industricidio” y un “agro industricidio” por las políticas de Milei
El ministro de Gobierno bonaerense cuestionó con dureza el impacto del ajuste libertario en la industria y www.politicargentina.com/notas/202507...",2025-07-28T18:54:26.503Z,1,0,1,2025-07-28T18:54:31.108Z,['es']
at://did:plc:oak54c6dhd7iunmwwo57c6qr/app.bsky.feed.post/3lv2awhm7gj2i,bafyreiddtepkep2nvv2pptdgzhplx4ryh2yjlxw6l4ciapwxyrrlehflou,did:plc:oak54c6dhd7iunmwwo57c6qr,elagroanalista.bsky.social,Ing. Eduardo Corella | El Agroanalista,"Nuevo análisis publicado en @mexico_business el maíz, las tortillas y el costo de no producir lo que comemos.
Un tema clave en el agro mexicano https://f.mtr.cool/mcdqylwbme
#Maíz #Tortillas #México #Agronegocios",2025-07-28T18:47:22.253345Z,0,0,0,2025-07-28T18:47:22.914Z,[]
at://did:plc:xhpdeow2frlfjvzoksjcmvhd/app.bsky.feed.post/3lv2alwueok25,bafyreihqeqkayw23yolta2wzm5zm2567mfbqbk7ldbfcvngxaeysp4npru,did:plc:xhpdeow2frlfjvzoksjcmvhd,paco15.bsky.social,François Arias,Le mec était son assistant parlementaire pendant 10 ans. Pour le coup c’est logique qu’il choppe le poste de dircab. Après c’est la ministre qui a fait agro et qui est maquée avec tout ce milieu depuis des décennies…,2025-07-28T18:41:29.402Z,1,0,0,2025-07-28T18:41:30.402Z,['fr']
at://did:plc:ummmqekx2ond2dsqfkvpmcda/app.bsky.feed.post/3lv2al3sycc27,bafyreid6b7lms7xlt4ugqysqxjbaui5wpkvpbnxfmy5mj5mweht2yqb2oi,did:plc:ummmqekx2ond2dsqfkvpmcda,hypolito.bsky.social,HYPOLITO MARTINEZ JR,"#somostodosbolsonaro PRESO! E, só isso! (Allan #SemAnistia Nikolas #Trump #TrumpEpsteinPedoFiles #TrumpTariffs #TrumpNationalDisgrace #Agro",2025-07-28T18:41:01.039Z,0,0,0,2025-07-28T18:41:04.203Z,['pt']
at://did:plc:ummmqekx2ond2dsqfkvpmcda/app.bsky.feed.post/3lv2akodnks27,bafyreifdzrosyy2pzg363ifgblxkbzajtdcu2pgqqoscnkams6mv34ycr4,did:plc:ummmqekx2ond2dsqfkvpmcda,hypolito.bsky.social,HYPOLITO MARTINEZ JR,"#somostodosbolsonaro PRESO! E, só isso! (Allan #SemAnistia Nikolas #Trump #TrumpEpsteinPedoFiles #TrumpTariffs #TrumpNationalDisgrace #Agro",2025-07-28T18:40:46.902Z,0,1,3,2025-07-28T18:40:50.107Z,['pt']
at://did:plc:ummmqekx2ond2dsqfkvpmcda/app.bsky.feed.post/3lv2ajiimn227,bafyreiegxeeztcumk7n5xgcavgh7dosugxwzbnmnr4zhwcyeqmi3357xmy,did:plc:ummmqekx2ond2dsqfkvpmcda,hypolito.bsky.social,HYPOLITO MARTINEZ JR,"#somostodosbolsonaro PRESO! E, só isso! (Allan #SemAnistia Nikolas #Trump #TrumpEpsteinPedoFiles #TrumpTariffs #TrumpisaNationalDisgrace #Agro",2025-07-28T18:40:07.203Z,0,0,0,2025-07-28T18:40:11.809Z,['pt']
at://did:plc:cmwy3swyehntjb5jfmhtdsto/app.bsky.feed.post/3lv2ajclb2s2h,bafyreibijqvdl6e4g6er66gp3jk6k3l4unactjwzaj5f27mpcolp6b3osa,did:plc:cmwy3swyehntjb5jfmhtdsto,diegocodinhoto.bsky.social,Diego Codinhoto ,"Em qualquer livro básico sobre a história do Brasil diz que o primeiro sistema econômico implantado lá nos idos de 1500 foi o agro exportador dependente, comandado pelas capitanias hereditárias. Bate aquela deprê ao lembrar que em 2025 o sistema ainda é exatamente o mesmo. Como descolonizar o campo?",2025-07-28T18:40:01.023Z,0,0,2,2025-07-28T18:40:05.410Z,['pt']
at://did:plc:xnk5jgpzytyeimwob4mdw3l4/app.bsky.feed.post/3lv27dsebms2w,bafyreigor5klf5dk4dlh6k6oty3wuexhbbihmhlhzab36to2c6k4uvl4ya,did:plc:xnk5jgpzytyeimwob4mdw3l4,brunoantifa.bsky.social,,"Bolsonaro articulou agro contra Lula em contato com fazendeiro investigado, mostram diálogos

Nas mensagens, Bolsonaro reforçava sua aliança com ruralistas ao criticar demarcações de terras indígenas e demonizar ações do MST",2025-07-28T18:19:02.503Z,1,6,11,2025-07-28T18:19:05.306Z,['pt']
at://did:plc:2gkvqit4l43qfaenrm7wj24y/app.bsky.feed.post/3lv25ifx45c2s,bafyreiem4wr7adozobz23e3qqtqnelnpr5pjigjb5y6vrykqtsd6k2uawy,did:plc:2gkvqit4l43qfaenrm7wj24y,canaryfeather.uk,"CanaryFeather (Well Respected, High Achieving) 🇵🇸🏳️‍⚧️🏳️‍🌈","The agro namesearchers are out, so let me make my position crystal clear: TERFS EAT SHIT AND DIE ALONE 🏳️‍⚧️",2025-07-28T17:45:49.777Z,0,0,2,2025-07-28T17:45:49.308Z,['en']
at://did:plc:aqpb2xjx44psdkp5snjijsss/app.bsky.feed.post/3lv25bdtk2k2f,bafyreicayehy44tjz3l2mgp326th63fstsytuwz6tbg3z3mpk7zrijqeea,did:plc:aqpb2xjx44psdkp5snjijsss,habeascorpos.bsky.social,ariana,mas o agro é pop,2025-07-28T17:41:52.682Z,0,0,0,2025-07-28T17:41:51.706Z,['en']
at://did:plc:en5ojacvcbxwvattygvxmxxe/app.bsky.feed.post/3lv256lsaqc2w,bafyreifcdzh7yflvojsocxidnc4s7oqgsrat5usqdpz5kdst7lxok5krda,did:plc:en5ojacvcbxwvattygvxmxxe,laughingmudhopper.bsky.social,Rafa 🦗,"metade do parque parece ser monocultura. pressão de muito agro ao longo dos anos? só tristeza. 

( o formato da serra parece muito um paramécio",2025-07-28T17:40:20.354Z,0,0,1,2025-07-28T17:40:27.808Z,['pt']
at://did:plc:viq72wfb7wh2q652yy4qbzpf/app.bsky.feed.post/3lv24yf62cc2c,bafyreia3imdza3v7tjv5m67jlk3neaebow6i2efn2qpaeicwppxlo2rg6q,did:plc:viq72wfb7wh2q652yy4qbzpf,georgeafg.bsky.social,George A.,"Finalmente...
Se o Brasil fechar com o Trump nos termos desses acordos é Adeus pra indístria, serviços e até parte do agro, vide o que tá rolando com os produtores de etanol da Inglaterra.",2025-07-28T17:36:52.086Z,0,0,1,2025-07-28T17:36:53.012Z,['pt']
at://did:plc:6okfkqs5whr275g4aahfnboz/app.bsky.feed.post/3lv24kpqhzi2s,bafyreih5r33sgfbgwuwym4mhksxjiku5mzdp5ggnzmngolte3lm6us6qyu,did:plc:6okfkqs5whr275g4aahfnboz,apublica.org,Agência Pública,"AGRO | Hoje é comemorado o Dia do Agricultor. Em 2024, nossa reportagem mostrou como em Sorriso (MT), cidade capital da soja, agricultura familiar sofre preconceito do agro e recebe menos de 0,2% das arrecadações de venda de soja.",2025-07-28T17:29:13Z,1,8,22,2025-07-28T17:29:13.606Z,[]
at://did:plc:qu7xxpaty4mnnzzrq4darj67/app.bsky.feed.post/3lv24kcuitc2y,bafyreiaswwiaggmjxwd7bn7e4cailsrgbko7lk63nvrnx6c3zfixrjx6dq,did:plc:qu7xxpaty4mnnzzrq4darj67,maflexa.bsky.social,Ma Flexa 🏳️‍⚧️ ☭,"Nem Flávio nem Eduardo possuem a menor chance de ganhar eleição. Os caras ainda não perceberam a lama em que estão
Nem os antigos apoiadores do Agro, das Mineradoras e dos Caminhoneiros estão com eles
Por favor, Familicia, continue cavando a própria cova",2025-07-28T17:28:59.913Z,0,0,2,2025-07-28T17:29:00.812Z,['pt']
at://did:plc:3nwmfplb2da5spxjsaiitcje/app.bsky.feed.post/3lv23zwy6t22j,bafyreibsxztaekp2qzucrnt6u2xlgff775b7ol7tnfley5rieummnieefy,did:plc:3nwmfplb2da5spxjsaiitcje,leaomoraes.bsky.social,leão moraes 🦁,"sair do mapa da fome é motivo de comemoração, mas é o MÍNIMO sendo que estamos entre os maiores produtores agro. 
também devemos nos manter indignados com o tanto de merda que ainda rola e atrasam diversos progressos no país como perdão de dívidas mi/bilionárias e a falta de taxação de super ricos",2025-07-28T17:19:50.579Z,0,0,0,2025-07-28T17:19:51.102Z,['pt']
at://did:plc:hehtoygub3fe3fejye7k6wwx/app.bsky.feed.post/3lv23grelxc2g,bafyreieffnupzcfb3mxe7nu4dhkhjfvwacxr52gqawtywxvlysx5ikjlki,did:plc:hehtoygub3fe3fejye7k6wwx,erikab1.bsky.social,Erika_b1,Financiar o AGRO ? MAIS ? DE NOVO ??,2025-07-28T17:09:07.162Z,0,1,0,2025-07-28T17:09:09.111Z,['en']
at://did:plc:aduoxavv4nlceto54tgu3fjr/app.bsky.feed.post/3lv237f4cbc2y,bafyreictdnfnhbpotivj57e6twume2tqs2mgv2fbs66rx4ky653n47gufa,did:plc:aduoxavv4nlceto54tgu3fjr,folha.com,Folha de S.Paulo,"#opinião 

📝João Adrien | Financiamento climático é fundamental para acelerar a transição sustentável no agro. Trata-se de investimentos na construção de uma cadeia de abastecimento mais resiliente, estável e competitiva. 📲 Leia em: mla.bs/1512b061",2025-07-28T17:04:59.425Z,1,0,1,2025-07-28T17:05:37.611Z,['pt']
at://did:plc:y545canthvu4hk5bg4jdwh2t/app.bsky.feed.post/3lv23rgcx4g2g,bafyreiabjkggzzrlxuuyp57zvb53uettw4ftzrt22sa24dbwut6ndcedn4,did:plc:y545canthvu4hk5bg4jdwh2t,nopaywall.bsky.social,Notícias Sem Paywall,"Notícia da @folha.com

""Opinião - João Adrien: Financiamento climático é fundamental para acelerar a transição sustentável no agro""

Link sem paywall ⬇️
",2025-07-28T17:04:59.425Z,0,0,0,2025-07-28T17:15:05.306Z,['pt']
at://did:plc:oamzzwe7hqyjtwwisxumkycg/app.bsky.feed.post/3lv22d7x2bk2y,bafyreic7uxk4a6h6wv7zts46u6y7azlznyeisqquykxrclvkko5ka6fd5e,did:plc:oamzzwe7hqyjtwwisxumkycg,rikvandijk.bsky.social,Rik van Dijk,"Qua medische ethiek fungeert Pouw-Verweij als agro-fascistisch SGP bewindspersoon.
Doodeng dat deze vrouw op deze portefeuille zit.",2025-07-28T16:49:14.487Z,1,0,7,2025-07-28T16:49:15.413Z,['nl']
