uri,cid,author_did,author_handle,author_display_name,text,created_at,reply_count,repost_count,like_count,indexed_at,langs
at://did:plc:lg3xlegutfnl6ydlffjwmcjp/app.bsky.feed.post/3lv4qzzaxv22x,bafyreibdtnoatuewiptsrvufutiujxvwz5jt6urwwwblsjxtfbdnwq5bsi,did:plc:lg3xlegutfnl6ydlffjwmcjp,lucascanarie.bsky.social,Lucas Canarie,"Já já veremos cenas do agro descartando carne pros preços não abaixarem tanto. E se isso rolar, a esquerda tem que fazer conteúdo em massa, pagando se puder pra espalhar o conteúdo, pra atingir todo mundo e expor o que essa galera é/faz",2025-07-29T18:41:01.020Z,0,0,2,2025-07-29T18:41:01.209Z,['pt']
at://did:plc:g5dl5nbxd4aiyfssamzqwhi5/app.bsky.feed.post/3lv4qs6a44s2x,bafyreiddbdjpqyy2mpdppdfcibwtulxu5bn4hbtvcpsxs2cnmzc4ut76bm,did:plc:g5dl5nbxd4aiyfssamzqwhi5,cirodaraujo.bsky.social,O cilindro de Ciro,"Uma das coisas mais malucas é que as tarifas (ideológicas) do trump impactam justamente mais é que o apoia.  Primeiro o consumidor interno americano que vai pagar mais caro pela comida, segundo - o agro negócio brasileiro que vai lucrar menos - uma das principais vigas de apoio da direita br.",2025-07-29T18:36:37.800Z,1,0,10,2025-07-29T18:37:33.103Z,['en']
at://did:plc:xsdv6jcsugzpxytteu2ibm3q/app.bsky.feed.post/3lv4qlvqu222b,bafyreicd6cppdkc6l6z34pzdauiayonbundwpb7v2qzf653kzb6ch4vk54,did:plc:xsdv6jcsugzpxytteu2ibm3q,brito616.bsky.social,Vencedora dos Jogos Vorazes por Pica,Viva o MST e a agricultura familiar. Que o agro no Brasil acabe!,2025-07-29T18:33:07.584Z,1,0,12,2025-07-29T18:33:08.003Z,['pt']
at://did:plc:egb3zj7xetstzkvtpyeg46ru/app.bsky.feed.post/3lv4qceen422x,bafyreiankdy45lwfytk3le2cfzuf6jbipzerqu4je7n56qxskrafodpsxi,did:plc:egb3zj7xetstzkvtpyeg46ru,romulocndl.bsky.social,Rominho!,vamo ver se o agro aprende uma lição ou outra agora,2025-07-29T18:27:47.368Z,1,0,2,2025-07-29T18:26:41.903Z,['pt']
at://did:plc:m2chsrlbucja5iaauzempzxu/app.bsky.feed.post/3lv4qvy7p622d,bafyreiawojvkdwc2cb37xkn46l5ilu345tkz7twh4wjp2muusk2ttlpmqu,did:plc:m2chsrlbucja5iaauzempzxu,adiladahwache.bsky.social,Adila Dahwache Ferrari ,"www.uol.com.br/ecoa/noticia...

Como sempre vemos e ouvimos, é a agro, querendo derrubar nossas florestas!",2025-07-29T18:38:45.713Z,0,1,3,2025-07-29T18:19:32.307Z,['pt']
at://did:plc:jn65s7pqww2xtmlq7fy63rvc/app.bsky.feed.post/3lv4proaxj22s,bafyreicauo3q7p3oikxaumfiocrqh4eydusaongf3reyailya5hgfpi2du,did:plc:jn65s7pqww2xtmlq7fy63rvc,neopetshopboy.bsky.social,as lentes de contato coloridas da koda kumi,"É mais doido ainda pensar que o Brasil tem uma infra-estrutura pra, em parte, se proteger disso que é (era?) o Conab mas o Bolsonaro dizimou quase tudo e liberando o agro pra exportar o quanto quiser sem compromisso de suprir demanda interna praticamente

www.brasildefato.com.br/2020/09/16/a...",2025-07-29T18:18:27.308Z,2,1,10,2025-07-29T18:18:30.008Z,['pt']
at://did:plc:kgatnrfnpwwsmauqaax5b7d2/app.bsky.feed.post/3lv4p7rvkqc2a,bafyreieewit2owpoglfmwnigd5yemo22tk4wl34eh66ozrl7orwdnctfbm,did:plc:kgatnrfnpwwsmauqaax5b7d2,danivoa.bsky.social,DaniVoa,"ATENTO

e isso já devia ser o certo, o foco deveria ser produção interna, mas a porra do agro que destrói o país foca no lucro e exportação, e quem se fode é a gente",2025-07-29T18:08:27.149Z,0,0,0,2025-07-29T18:09:08.510Z,['pt']
at://did:plc:vvsidtindrvjh2voksww2gg6/app.bsky.feed.post/3lv4oyrf2gs2r,bafyreigj3xkyqpaos2eorcswd4lrt7g44cfprl25ckzmtnlm4ptckerxle,did:plc:vvsidtindrvjh2voksww2gg6,spookycutewitch.bsky.social,Jennifer/Aster Unkle 🏳️‍⚧️,What prolonged exposure to the agro crag does to a mf,2025-07-29T18:04:31.728Z,0,0,1,2025-07-29T18:04:32.007Z,['en']
at://did:plc:vngdlbdx5qwpptqbompgtliv/app.bsky.feed.post/3lv4ovpyhxs2p,bafyreidognhwivgflypl76m7xeaurdvlo4kb3dmr6acdnh7ilrkj3z2fv4,did:plc:vngdlbdx5qwpptqbompgtliv,dersuhzala.bsky.social,Dersu Uzala 🚩🚩🚩,"Eis uma ""Externalidade positiva"" para nós, povo. E o agro que se foda! Huahuahuahua",2025-07-29T18:02:49.604Z,0,0,2,2025-07-29T18:02:49.906Z,['pt']
at://did:plc:pyqbcslsvqc5sionpzngvg7s/app.bsky.feed.post/3lv4osptqvc2l,bafyreidx3scemh7yc5rkj26joatdmyhsruusxyweu2sleanj2a6wypbmwq,did:plc:pyqbcslsvqc5sionpzngvg7s,daniel-hd.bsky.social,Daniel Henrique,"que apodreça então!
Porque jogar no mercado interno esse excedente isso 'o agro é pop' não fará porque iria reduzir o valor do quilo da fruta, né!?",2025-07-29T18:01:08.786Z,0,0,2,2025-07-29T18:01:09.506Z,['pt']
at://did:plc:nlgmdtanznmyzs5xg3hz4ram/app.bsky.feed.post/3lv4ooldyzc2b,bafyreicwmxkcpzgrtrlnnqyqem6ankqkv6u7wujmbshqt5psrw6d5y4tre,did:plc:nlgmdtanznmyzs5xg3hz4ram,jmellob.bsky.social,🍷@jmellob.bsky.social,"É, não basta so ser do ""agro-bussines"" tem que ser un baita fdp !!!",2025-07-29T17:58:49.856Z,0,0,3,2025-07-29T17:56:50.811Z,['en']
at://did:plc:zp653ebnfbvhmxfsvx5bdemx/app.bsky.feed.post/3lv4olbees225,bafyreic2a3rbft3zlz5b2iyflnagfqcjryceuhpwukalnwvoktelb6jaui,did:plc:zp653ebnfbvhmxfsvx5bdemx,mthsbrbs.bsky.social,theus,"A gente precisava de uma dessas metendo o pau no agro, vindo do governo ou não",2025-07-29T17:56:58.721Z,0,0,2,2025-07-29T17:57:00.311Z,['pt']
at://did:plc:n2ikeku2tk5z47gttz77kf7n/app.bsky.feed.post/3lv4ofj2oa22w,bafyreiguumavu22pibwymmxhvlndbc5gkfmfx4xnqtwmcwqcilnt5yip5m,did:plc:n2ikeku2tk5z47gttz77kf7n,jfkam11.bsky.social,Fernando Campos ,"Tai a certeza de que o agro privilegia exportar, esquecendo de quem o sustenta com rios de benefícios e dinfin.",2025-07-29T17:53:45.465Z,0,2,16,2025-07-29T17:53:47.405Z,['pt']
at://did:plc:suobviajzflbzubtr3ygxxzv/app.bsky.feed.post/3lv4nujdjrc2e,bafyreibeiaw2fibsvkm75stv3kv5nckcd6vjtk26omnia32zdywxe6f2aq,did:plc:suobviajzflbzubtr3ygxxzv,pepinomolhadinho.bsky.social,pintassilgo divorciado  🇧🇷🇵🇸,"pensando aqui, e se o gov. federal criasse programas d empregos pra galera pequena (gente como a gente) q já tá sendo afetada (tipo pessoal das industrias)?
tem q aproveitar a situação, botar o agro pra rebolar lentinho pro gov. nao sei se vai existir chance melhor q essa p diminuir o poder do agro",2025-07-29T17:44:15.329Z,0,0,2,2025-07-29T17:40:18.712Z,['pt']
at://did:plc:cdjjk2dhz742cvk2s672oknx/app.bsky.feed.post/3lv4nr376hs25,bafyreiafofko5au7q64vfkx4w6inldgxtvgz5rkiqkf7s5dshth4okpvjq,did:plc:cdjjk2dhz742cvk2s672oknx,arrobagaf.bsky.social,gabriel,aquela gente escrota do agro prefere perder dinheiro a continuar a vender barato no mercado interno,2025-07-29T17:42:19.843Z,1,0,1,2025-07-29T17:42:21.014Z,['pt']
at://did:plc:lcxuixnxfj3fp5qd5vlg3sda/app.bsky.feed.post/3lv4nhkdgus2a,bafyreihtr4h53cnjprtts5vvex6dodobpcteqmjbregfdv46cucuwpnqli,did:plc:lcxuixnxfj3fp5qd5vlg3sda,viktorwerk.bsky.social,Chá de Rivotril,"""O Agro que alimenta o país""

Corta pra câmera 2 e o Agro tá arrancando as calcinha pela cabeça porque se recusa distribuir o alimento no mercado interno porque não vai lucrar tanto quanto vendendo pra gringo",2025-07-29T17:37:00.168Z,0,2,9,2025-07-29T17:37:00.708Z,['pt']
at://did:plc:3c6vkaq7xf5kz3va3muptjh5/app.bsky.feed.post/3lv4n7skbi22q,bafyreic4kiaifwp4azrx33onlilpmh6r3xuzyra5ehph3hsyzm7pcpx6wi,did:plc:3c6vkaq7xf5kz3va3muptjh5,aylac.top,ayla computer,"so yeah it's what i was thinking the agro industry exports too much while fucking us up   none of their money gets to us so what do i care if ""we"" can't export shit to the us    they get more expensive everything while it gets cheaper for us because the agro is forced to sell stuff at normal prices",2025-07-29T17:32:40.344Z,0,0,1,2025-07-29T17:32:42.509Z,['en']
at://did:plc:vp3ofnwczdwzuh7yq47v2ybs/app.bsky.feed.post/3lv4mvwvoq227,bafyreiggls7hndgs4zhg3diskxzp4jymxsi2ee37g222nedhnfpkgie4ie,did:plc:vp3ofnwczdwzuh7yq47v2ybs,rafaelteixeira.bsky.social,Rafael,O agro brasileiro tendo que engolir em seco essa tarifa rs,2025-07-29T17:27:09.368Z,0,1,3,2025-07-29T17:27:09.611Z,['pt']
at://did:plc:5rqgu4bzyuqx5cubf6jw2x2d/app.bsky.feed.post/3lv4mack56s2m,bafyreif5smqja4s5khl7t5yzysjisi7gb56dtcvyqztlkdrv2mgzi662z4,did:plc:5rqgu4bzyuqx5cubf6jw2x2d,paiexausto.bsky.social,pai exausto,"ao invés de ficar falando que o lula tem que ligar pro trâmp, a imprensa podia aproveitar essa deixa para falar sobre SOBERANIA ALIMENTAR

o Brasil não pode deixar a população passando fome e pagando caro em produtos locais só pra aumentar o lucro do agro",2025-07-29T17:15:03.375Z,0,1,3,2025-07-29T17:15:03.909Z,['pt']
at://did:plc:ldccarmez63zznp4d6jnrdyn/app.bsky.feed.post/3lv4ly34j5c2z,bafyreid7wnrt4p5dcoy2ibb2hodqk5ntl2cuya4uiy5rdmtm52eox4uusu,did:plc:ldccarmez63zznp4d6jnrdyn,davewholovesbeer.bsky.social,"Dave, The One-Armed Man","Flip a coin on that one. 
He doesn’t even really know. Someone told him to sign here. Maybe Starmer asked him to deploy them for safety? It just seems like a massive expense and an agro move.",2025-07-29T17:10:27.154Z,1,0,0,2025-07-29T17:10:27.707Z,['en']
at://did:plc:3za7seggdridmaiymqjlnr2t/app.bsky.feed.post/3lv4lvbs6ds2w,bafyreie4mjnknhih7f4ez6asozt63ktxoksx4wlmz47tiq66glsh6hzxi4,did:plc:3za7seggdridmaiymqjlnr2t,fogonofascista.bsky.social, 🚩🚩🚩,O agro não é pop é pooooodre,2025-07-29T17:08:53.492Z,0,0,1,2025-07-29T17:08:54.604Z,['pt']
at://did:plc:o7eif4gpmyhwtpkgy6t5b26w/app.bsky.feed.post/3lv4lrbk2ed2p,bafyreifzofhupftbnmrzpbwd5raqltg47o2depvaea35vmfqie4snykneq,did:plc:o7eif4gpmyhwtpkgy6t5b26w,guiguetz.top,meatball guetz bailey,"os cara literalmente enterra 1 tonelada de legume pra nao baixar o preço, eu consigo ver tranquilamente esses vagabundo do agro destruindo tudo (intencionalmente ou por um """"""""""acidente de queimada"""""""""") e partindo pra outro negocio com o dinheiro q farmaram",2025-07-29T17:06:38.614Z,0,0,0,2025-07-29T17:06:39.113Z,['pt']
at://did:plc:i4g7hkmtd4qlo2vztp4vrqyx/app.bsky.feed.post/3lv4lnwft6s2s,bafyreibkl4dlncwcck3noun4rikffgos64mi32achpyqfxs47wkqpxyrfu,did:plc:i4g7hkmtd4qlo2vztp4vrqyx,yamadactbageo.bsky.social,Juliano Yamada (o Rovigati),"O pessoal do Agro falando ""Onde vamos vender esses produtos de primeira necessidade agora sem poder exportar para os EUA?""

Pô, já pensaram em vender aqui por um preço menor para a população geral???",2025-07-29T17:04:46.672Z,0,0,2,2025-07-29T17:04:47.508Z,['pt']
at://did:plc:asnj6cu2daqqzf37kix4lxel/app.bsky.feed.post/3lv4lns5dys2y,bafyreialfxhbn3jrjlz5sakuhj5ru7k2avrtbodkohtx4t7iyafun254ta,did:plc:asnj6cu2daqqzf37kix4lxel,brenobbonato.bsky.social,Breno,"Esse chororô de latifundiário só prova que o agro nunca foi em prol do Brasil 

Reforma agrária já",2025-07-29T17:04:42.200Z,1,0,8,2025-07-29T17:04:43.010Z,['pt']
at://did:plc:cu4a4awb2uyk4iuyrnts6xek/app.bsky.feed.post/3lv4kzxx4xk2k,bafyreiaf5dhlc2ee34jb6qxjl3n2oy4yg7yyiqpi5cm4zpwnkli4w76jsy,did:plc:cu4a4awb2uyk4iuyrnts6xek,dougdepaula.bsky.social,,O agro alimenta o país,2025-07-29T16:53:37.198Z,0,1,3,2025-07-29T16:53:38.606Z,['pt']
at://did:plc:pclycwopfgfkddnwhrnjuxur/app.bsky.feed.post/3lv4kpdnxtk2c,bafyreicsfjcctvusopkmwvba7xriiniloy66xnbxak6qlffpos4h4uo644,did:plc:pclycwopfgfkddnwhrnjuxur,emmetbrown.bsky.social,Emmett Brown,"Nada, que le den las gracias a V🤑X, la sección local del trumpismo y los mayores lameculos del interfecto, esos que se llenaban la boca diciendo que venían a salvar el agro.",2025-07-29T16:47:40.382Z,1,0,0,2025-07-29T16:47:41.313Z,['es']
at://did:plc:xderqmaw47uemafnqu4t5ski/app.bsky.feed.post/3lv4kfbxpt22e,bafyreifzvshyfavbrxi5oyokhxryils2vendyb76d7w7cjr3cdgn4xi47e,did:plc:xderqmaw47uemafnqu4t5ski,bachlvrdwb.bsky.social,,"Also: the farmers. Big agro sees this as an excellent opportunity. Farms fail, and they buy them up under a conglomerate. It is a tactic as old as Crasus and his ""fire brigade"".",2025-07-29T16:42:03.061Z,0,0,2,2025-07-29T16:42:05.421Z,['en']
at://did:plc:y7ztnhev6oyvzoe33gyg7u36/app.bsky.feed.post/3lv4jso4mec2y,bafyreieskysd3lxuzdsneikloxaulujpxtynoyaswbbajhqgc72bq2kucy,did:plc:y7ztnhev6oyvzoe33gyg7u36,tainamoraes.bsky.social,Tainá Moraes,"o agro tá dizendo que prefere zero a receber em reais. nem parece que é uma atividade que recebe  516,2 bilhões em dinheiros públicos apenas no último biênio. fora as isenções no imposto de renda dos grandes latifundiários. nera nem preciso tarifaço pro país exigir alguma contrapartida.",2025-07-29T16:31:38.269Z,0,1,7,2025-07-29T16:31:38.806Z,['pt']
at://did:plc:imqi3q7zg7z2ne3bk34vtm7i/app.bsky.feed.post/3lv4ji243m22v,bafyreihefz3g32633om3al6lh2qrrsfz6kj7iadfuwoamtten4d46vfkie,did:plc:imqi3q7zg7z2ne3bk34vtm7i,pichumoreno.bsky.social,PichuMoreno,Ah uns meses atrás eu fui numa padaria para pedir um suco de laranja pq esses de garrafa tavam muito caros. O Agro é só uma pilha de arrombado,2025-07-29T16:25:41.735Z,0,0,0,2025-07-29T16:25:41.504Z,['pt']
at://did:plc:o4xeyug5jhfal5fy24hv65iy/app.bsky.feed.post/3lv4jeukp522i,bafyreificxhmajq7rlsd4sgb46zvm4khy5dpupx4x6lpotg5ivsfnku7du,did:plc:o4xeyug5jhfal5fy24hv65iy,pyromanul.bsky.social,Pyromanul,"Let's see how annoyed I'm going to get today sailing with Agro #SeaOfThieves

Twitch.tv/pyromanul1

Sailing with @lordagropunk.bsky.social @shikmypants.bsky.social 
@seaofthieves.com",2025-07-29T16:23:55.260Z,0,0,0,2025-07-29T16:24:00.305Z,['en']
at://did:plc:kfnzmlgtehwlhvz3tniye3xu/app.bsky.feed.post/3lv4jd3x6f223,bafyreiarkw4cecqmo5rjg7wxynh3z2ucb2iacpue56mhosqyajjyqbukpm,did:plc:kfnzmlgtehwlhvz3tniye3xu,cacofatofobia.bsky.social,Arcângelo,"Quem pode com Gerdau, André Esteves, Taurus, o agro ...  à não ser a justiça?
O resultado disto foi o chiqueiro, que devíamos chamar de parlamento.",2025-07-29T16:22:55.896Z,1,1,1,2025-07-29T16:22:58.203Z,['pt']
at://did:plc:wg6wzh4sk4wg6ul7fb3yjmrj/app.bsky.feed.post/3lv4iweal6c2y,bafyreicivze3qsr7tdz62mp4bdjc6kbvu5hd22vboabrvjeiicegnyu6b4,did:plc:wg6wzh4sk4wg6ul7fb3yjmrj,guimaximo.bsky.social,A vida é feita de Ciclos,O agro é pop?,2025-07-29T16:15:48.389Z,0,0,0,2025-07-29T16:15:48.606Z,['en']
at://did:plc:ah7rv34d2vigmndw4qsqk6o4/app.bsky.feed.post/3lv4isi37pk23,bafyreicpy7f34zv7cehkmym4iyokkpy5erqk4f67fvukwlb4gbixfclymm,did:plc:ah7rv34d2vigmndw4qsqk6o4,pbt55.bsky.social,Pieter,"Ja  als je haar boerderijtje in Flevoland ziet, is ze bij de Agro-industrie ook wel beter op haar plaats ...",2025-07-29T16:13:38.191Z,0,0,0,2025-07-29T16:13:38.711Z,['nl']
at://did:plc:2sp7f2rkr6kvnfdasbu25fmr/app.bsky.feed.post/3lv4idokf3k2t,bafyreihacvhf64vqxsxb2bstuemmv5343hyfgemba274wtppjfpan4nlc4,did:plc:2sp7f2rkr6kvnfdasbu25fmr,camarotedacpi.bsky.social,Camarote da República,"Segundo a França o Brasil utiliza muitos agrotóxicos que são proibidos na União Europeia e não é ""correto"" exigir regras rígidas para o agro europeu enquanto abre o comércio para o Brasil.

Isso e protecionismo: a França teria perdas em vendas internas para a Europa com a nossa entrada lá.",2025-07-29T16:05:21.662Z,0,0,14,2025-07-29T16:05:22.012Z,['pt']
at://did:plc:gnh2elbtp33zejb7gkyhlg4t/app.bsky.feed.post/3lv4i3huwi22h,bafyreiav74gqpnkjx7lxs3e2mghkkbusggrf52e3byg6wthgsxokrmnlte,did:plc:gnh2elbtp33zejb7gkyhlg4t,kbs1979.bsky.social,Pilha não alcalina do Torment Nexus,"Se as laranjas (ou QUALQUER outro alimento), servem apenas pra lucro, então esse agro só produz fome e escassez.",2025-07-29T16:00:46.232Z,2,63,293,2025-07-29T16:00:47.812Z,['pt']
at://did:plc:gkivphikfy4olkmweuogups6/app.bsky.feed.post/3lv4hkclzk22f,bafyreigsokx6ou62ryfa5vahcwa2qx7skaerfi72ockgfqisrnrzh4qvhq,did:plc:gkivphikfy4olkmweuogups6,procurandosair.bsky.social,,"A mídia hegemônica bem assim hoje 
Aí que triste ninguém está  fazendo nada meu agro vai deixar de ganhar em dólar 
Vão ficar sem trocar o jatinho particular deles esse ano 
Eu quero mais é que o Agro e os EUA entre um no * no outro 😂 
Eu quero mais é compra barato carne, café e laranja",2025-07-29T15:51:10.271Z,0,1,2,2025-07-29T15:51:10.803Z,['en']
at://did:plc:kg6umh3rjtngchw3hp42jxyr/app.bsky.feed.post/3lv4he4ui3s2g,bafyreibq4yaebq6t5yvisznczu7on5bn4mmt7bjll3xy2aigxsbqfvrzaq,did:plc:kg6umh3rjtngchw3hp42jxyr,boomerpiet.bsky.social,,Ja de bbb steunende big agro miljonairs en slachters moeten wel bediend worden. #bbb,2025-07-29T15:47:42.931Z,0,0,0,2025-07-29T15:47:43.909Z,['nl']
at://did:plc:zomjge5yaokfcslu5bjytpe4/app.bsky.feed.post/3lv4h5mcydk2z,bafyreid2raq6zi3azbbwotooewekowsl2eydbfz6q2dxslmb77xzbtnfg4,did:plc:zomjge5yaokfcslu5bjytpe4,peterblauwelucht.bsky.social,Peter van der Vorm,Je werkt voor de Agro-lobby of niet. Dit is wel consequent.,2025-07-29T15:44:04.254Z,0,0,0,2025-07-29T15:44:05.719Z,['nl']
at://did:plc:3ah7euianvaron24u32iuimy/app.bsky.feed.post/3lv4h2bnhw22r,bafyreiehskwjitv2agvqseirhstysbj4de2agbbnr24kvssveprt6eb3iq,did:plc:3ah7euianvaron24u32iuimy,tomatesahraouie.bsky.social,Tomate sahraouie,"Et au Sahara occidental, le #Maroc impose un modèle agro exportateur aux conséquences environnementales et sociales terribles. 
La grande distri française soutient cela. tomatesahraouie.wordpress.com",2025-07-29T15:42:12.400Z,0,0,0,2025-07-29T15:42:15.810Z,['fr']
at://did:plc:bvsexlkflll7djultvqwgkzs/app.bsky.feed.post/3lv4gvxeaik25,bafyreifkwiscouqrw46rnf5i2ugmz5m4dcs2fvnopkjidarm57vrxd3ypy,did:plc:bvsexlkflll7djultvqwgkzs,falei.bsky.social,Exausto e Seguindo de Souza,"Isso quer dizer que elas estão ficando sem habitat, o agro está destruindo tudo !",2025-07-29T15:39:47.394Z,0,0,0,2025-07-29T15:39:50.003Z,['pt']
at://did:plc:bq5igzilgasrobg6k4hyfejq/app.bsky.feed.post/3lv4gs6yue22v,bafyreietggcx5olcolsjifd3iramspgxuilgfpbvrbym7qqd6oejd77dsm,did:plc:bq5igzilgasrobg6k4hyfejq,evidenceist.bsky.social,Evidenceist,"OUR Agro business gave up sales to Europe as tariffs were raised there in retaliation. We also gave up 15% of our income because OUR corporate assholes will just raise prices if we decide to switch to US-made products now. 

WE, the 99%, never win with Don Pedo. It's by design.",2025-07-29T15:37:41.172Z,0,0,0,2025-07-29T15:37:42.609Z,['en']
at://did:plc:zomjge5yaokfcslu5bjytpe4/app.bsky.feed.post/3lv4gm4stps2z,bafyreihwdokq6abqumdj2sdh6ng54xlqdlc4ke4pow55cz3m2ebpc2fjea,did:plc:zomjge5yaokfcslu5bjytpe4,peterblauwelucht.bsky.social,Peter van der Vorm,Ja die; ze heeft nu een functie in de Agro-lobby en dan moet je natuurlijk bij Lien en gekke Henkie zijn.,2025-07-29T15:34:17.571Z,0,0,0,2025-07-29T15:34:18.410Z,['nl']
at://did:plc:5apjwsaij3yrgd7fvl3jgayj/app.bsky.feed.post/3lv4eugxkjs2y,bafyreiaxfcadsahpnbf7ngjccm3l5t42jrmegx3bxigkh3z2fakkwweffa,did:plc:5apjwsaij3yrgd7fvl3jgayj,cientistamaluco.bsky.social,Cientista maluco,"Quem é o “pessoal do agro”? Quais os nomes dos empresários do agronegócio que financiaram a intentona golpista liderada por Jair Bolsonaro?

mst.org.br/2025/06/26/e...",2025-07-29T15:03:09.163Z,0,0,6,2025-07-29T15:02:36.408Z,['pt']
at://did:plc:kt6qcuxnhzau4aiakzolzvtb/app.bsky.feed.post/3lv4eomicf22t,bafyreid4ciat6o7qtmsfjqzxxiflnemgqveiqmwgatnouscjq2rqlqsk4i,did:plc:kt6qcuxnhzau4aiakzolzvtb,segremores.bsky.social,Segremores,"They also lied in a response to my spouse, Agro, claiming that they aren't responsible for what's going on!",2025-07-29T14:59:53.628Z,0,0,14,2025-07-29T14:59:52.804Z,['en']
at://did:plc:rj7a6je2casdujjvkg25j54w/app.bsky.feed.post/3lv4e7272dk2p,bafyreib2oixnlf2jxgdx3fdkxfxapgy5f4l7ehhrmxgo3s7ui2me77bd4u,did:plc:rj7a6je2casdujjvkg25j54w,bettopolly.bsky.social,Betto Polly,"youtube.com/shorts/hQ-AL...

A ESTUPIDEZ q nenhuma fortuna consegue aplacar... O AGRO não é POP,o AGRO é TECH,o AGRO é BURRO! Muito BURRO!",2025-07-29T14:51:11.134Z,0,0,1,2025-07-29T14:51:13.702Z,['pt']
at://did:plc:mqzrvzbylwpnkah7idrpxar7/app.bsky.feed.post/3lv4e3z5jf22j,bafyreiduesvjsqmgzi4hblfdykn7i6fa2ltz33gfit5hyyhslcidvz5g4e,did:plc:mqzrvzbylwpnkah7idrpxar7,maartenvra.bsky.social,Maarten,En de populistisch-fundamentalistische Boeren en Big Agro Beweging (BBB) is nu kleiner dan de voorvechters voor dierenrechten en -welzijn van de PvdD.,2025-07-29T14:49:29.373Z,0,0,9,2025-07-29T14:49:29.408Z,['nl']
at://did:plc:viq72wfb7wh2q652yy4qbzpf/app.bsky.feed.post/3lv4dkp2jrs2h,bafyreicks2xclyexyto5f5oyrfrh33ekyi7v2ie7bppmyr3qtjfgbzzzni,did:plc:viq72wfb7wh2q652yy4qbzpf,georgeafg.bsky.social,George A.,"Ou seja, o desespero da mídia aqui é sem sentido, ele vai ter que no mínimo isentar o agro.",2025-07-29T14:39:48.362Z,0,0,0,2025-07-29T14:39:50.909Z,['pt']
at://did:plc:uioqpqdc4ibtheezs5dmfqjo/app.bsky.feed.post/3lv4dac2lkc2v,bafyreib6kfcdpllmchkpah2epsbnf5xtb4kfjrimgmicnkbz2ldecl6evy,did:plc:uioqpqdc4ibtheezs5dmfqjo,raphaelpinheiro.bsky.social,Raphael el el el,"Fui dragado para uma discussão com alguns seres morrendo de peninha do agro nessa treta toda do tarifaço e inconformados que ""o nosso governo não faz nada"". Ora vão pra puta que pariu",2025-07-29T14:33:59.190Z,0,0,1,2025-07-29T14:33:59.917Z,['pt']
at://did:plc:4q4tlpe2hfyzg4hples54qq7/app.bsky.feed.post/3lv4d4guurs2r,bafyreiatf7smgahlnuiqezmwpldgmk62q3a2d7ialgjo3mkikv4org45lm,did:plc:4q4tlpe2hfyzg4hples54qq7,desdeabajo.bsky.social,desdeabajo,"#MedioAmbiente 🥑| Como lo hemos señalado en anteriores entregas, las cifras sobre el hambre y la mal nutrición según la FAO dejan de 700 a 800 millones de personas con hambre y más de mil millones con problemas de obesidad y sobrepeso. 

www.desdeabajo.info/otras-notici...

#Agro #Energía #FAO",2025-07-29T14:31:50.007Z,0,0,0,2025-07-29T14:32:01.211Z,['es']
at://did:plc:ehzcd7euvztucfhgfm34jacy/app.bsky.feed.post/3lv4cou7k5k2g,bafyreifqhmvhw3auhyxpzlt44hvgwmufwtuzgfhq7pzqiv6rbghzg5avwa,did:plc:ehzcd7euvztucfhgfm34jacy,rafamfilho.bsky.social,Rafael Moia Filho,"A PL da devastação e nossas elites dirigentes diplomatique.org.br/a-pl-da-deva... A ignorância de políticos a serviço de seus patrões (Fazendeiros, Agro, Latifundiários et. caterva)",2025-07-29T14:24:14.247Z,0,0,0,2025-07-29T14:24:19.406Z,['en']
at://did:plc:6fqff5ntgst5zqat2am3bvf4/app.bsky.feed.post/3lv4c33oid22o,bafyreie2rulmgbnuqy4fld6nlvdmqcl7gpz4qb6he6enyvc6ec5sxu7j2y,did:plc:6fqff5ntgst5zqat2am3bvf4,endibot.bsky.social,El Nuevo Día,"La Central General de Trabajadores solicitará reunirse con el comprador de Suiza Dairy

https://www.elnuevodia.com/negocios/agro/notas/la-central-general-de-trabajadores-solicitara-reunirse-con-el-comprador-de-suiza-dairy/",2025-07-29T14:13:10.763Z,0,0,0,2025-07-29T14:13:12.412Z,['es-PR']
at://did:plc:u7i6f6deeat4xqwpll6hjwub/app.bsky.feed.post/3lv4c2junvs2e,bafyreid3ukuqm3vkeaxggmpi2ooglbkauxq5ehdxfpxyacknt7escizapy,did:plc:u7i6f6deeat4xqwpll6hjwub,fotomatiz.es,Jerome van Passel,"Dat weten we al jaren, maar de Agro maffia vindt dit maar niks, en die regeren het land.",2025-07-29T14:12:52.315Z,0,0,1,2025-07-29T14:12:54.608Z,['en']
at://did:plc:e742nfuhzj7yvkyyjrl53fyj/app.bsky.feed.post/3lv4br44ks22p,bafyreihwjp6jvnng4kg6vk7udamsejjqs6hnlczywl2ku6g5npk2m4ui7i,did:plc:e742nfuhzj7yvkyyjrl53fyj,scienti-sky.bsky.social,Scienti Sky (Alias Alice BERT),"Bien plus que la diabolisations, existante mais moins forte et beaucoup plus cible, des Gillets Jaunes qui s'approche plus des revoltes anti écolo des lobby agro-alimentaires qui à était récupéré par les sosdem et à aidée personne surtout pas les agriculteurices qui souffre de leur exploitation.",2025-07-29T14:07:35.890Z,1,0,1,2025-07-29T14:07:36.861Z,['fr']
